paper_id,author
518726,P Kochevar
518726,Z Ahmed
518726,L Wanger
518726,C Shade
518726,J Sharp
1120979,J Ellis
1120979,A Rose
1120979,C Plaisant
1122240,H Mannila
1122240,P Ronkainen
1135814,A Reid
1135814,J Peterson
1135814,G Hager
1135814,P Hudak
1136070,J Riseberg
1136070,J Klein
1136070,R Fernandez
1136070,R Picard
1103103,L Catledge
1103103,C Potts
1118720,M PrezQuiones
1118720,J Sibert
674090,A Chair
674090,K Shin
182896,B Shneiderman
1120832,M Frank
1120832,J Hans
1120832,D DeGraaff
1120832,J Foley
1120832,B Shneiderman
1120832,D Brethauer
1120832,C Plaisant
1120832,R Potter
1120832,B Shneiderman
1139155,A Butz
1139155,C Beshers
1139155,S Feiner
1153536,M Wloka
1153303,M Wloka
17291,P Maes
17291,T Darrell
17291,B Blumberg
17291,A Pentland
133674,J Bayliss
133674,D Ballard
572117,T Hudson
572117,M Lin
572117,J Cohen
572117,S Gottschalk
572117,D Manocha
755896,D Becker
755896,A Pentland
1000200,D Snowdon
1000200,A West
1000200,T Howard
1113069,M Capps
1113069,D Stotts
1114543,C Hand
1114543,D Brutzman
1114543,M Macedonia
1114543,M Zyda
1136133,D Becker
1136133,A Pentland
3874,R Stoakley
3874,M Conway
3874,R Pausch
13941,M Nechyba
13941,Y Xu
200425,J Rickel
200425,W Lewis
46730,R Stiefelhagen
46730,J Yang
46730,A Waibel
161284,A Johnson
161284,S Bing
161284,K Szeliski
172850,M Reddy
172852,M Reddy
172910,M Wloka
186140,S Seitz
77796,K Arthur
77796,K Booth
77796,C Ware
519203,M Nechyba
519203,Y Xu
603299,M Held
603299,J Klosowski
603299,J Mitchell
136849,P Hubbard
313161,C Lee
313161,P Khosla
313161,K Shimoga
313161,R Sharma
313206,J Song
313206,Y Xu
313206,M Nechyba
313206,Y Yam
1103525,D Welch
1103525,J James
1103525,M Purtilo
1103788,A Hanson
1103788,E Wernert
1104269,K Andrews
1105263,G Back
1106527,K VanDenDoel
1106527,D Pai
1106710,D Welch
1106710,J Purtilo
1107389,D Guzzoni
1107389,A Cheyer
1107389,L Julia
1107389,K Konolige
78021,R Hollis
78021,S Salcudean
1110035,X Wang
1110035,J Lim
1110035,R Collins
1110035,A Hanson
100828,M Reddy
900765,T Meyer
900765,A Globus
1112936,D Nikovski
1112936,Y Li
1112936,D Homer
1112936,C Dr
1112936,A Lim
1116840,G Wiet
1116840,R Yagel
1116840,D Stredney
1116840,P Schmalbrock
1116840,D Sessanna
1116840,Y Kurzion
1116840,L Rosenberg
1116840,M Levin
1116840,K Martin
1137860,J Rickel
1137860,W Lewis
1117253,D Snowdon
1117253,C Greenhalgh
1117253,S Benford
471683,J Cassell
471683,M Steedman
471683,N Badler
471683,C Pelachaud
471683,M Stone
471683,B Douville
471683,S Prevost
471683,B Achorn
480405,B Conner
480405,L Holden
1126292,M Agrawala
1126292,A Beers
1126292,B Frohlich
1126292,P Hanrahan
1126292,I McDowall
1126292,M Bolas
418527,R Waters
418527,D Anderson
418527,J Barrus
418527,D Brogan
418527,M Casey
418527,S McKeown
418527,T Nitta
418527,I Sterns
418527,W Yerazunis
1134359,D Liu
1134359,W Karplus
1134359,D Valentino
1137591,J Rickel
1137591,W Lewis
1107368,A Heller
1107368,C Connolly
1107368,Y Leclerc
97581,E Craighill
1108573,J Bayliss
1108573,D Ballard
860138,A Bruckman
1152585,P Hubbard
1113947,J Pierce
1113947,S Audia
1113947,T Burnette
1113947,K Christiansen
1113947,D Cosgrove
1113947,M Conway
1113947,K Hinckley
1113947,K Monkaitis
1113947,J Patten
1113947,J Shochet
1113947,D Staack
1113947,B Stearns
1113947,C Sturgill
1113947,G Williams
1113947,R Pausch
1124491,B Conner
1124491,M Cutts
1124491,R Fish
1124491,H Fuchs
1124491,L Holden
1124491,M Jacobs
1124491,B Loss
1124491,L Markosian
1124491,R Riesenfeld
1124491,G Turk
1154743,B Zorn
1116466,D Bapna
1116466,M Martin
1116466,W Whittaker
761075,S Agamanolis
761075,A Westner
761075,V Michael
761075,J Bove
171441,H Fuchs
171441,G Bishop
171441,K Arthur
171441,L McMillan
171441,R Bajcsy
171441,S Wook
171441,H Lee
171441,F Kanade
543565,M Doherty
543565,M Greene
543565,D Keaton
543565,C Och
543565,M Seidl
543565,W Waite
543565,B Zorn
1110228,P Rander
1110228,P Narayanan
1110228,T Kanade
305559,D Dobkin
20347,S Pattanaik
20347,S Mudur
835016,C Mandal
835016,H Qin
835016,B Vemuri
1107310,H Shen
1107310,D Kao
1117289,P Sloan
1117289,D Weinstein
1117289,J Dean
1128071,S Gibson
1128071,B Mirtich
754699,C Pinhanez
754699,A Bobick
1154403,H Zhang
1139486,C Mandal
1139486,H Qin
1139486,B Vemuri
9403,P Shirley
12452,D Forsyth
12452,C Yang
12452,K Teo
12786,P Debevec
12786,J Malik
13113,F Manolache
13113,S Edelman
13113,S Edelman
15024,N Badler
15024,D Dimitri
15024,M Bonnie
15024,W Steedman
26251,M Eck
26251,T DeRose
26251,T Duchamp
26251,H Hoppe
26251,M Lounsbery
26251,W Stuetzle
30769,P Heckbert
30769,P Heckbert
40349,M Oren
40349,S Nayar
990743,S Gortler
990743,R Grzeszczuk
990743,R Szeliski
990743,M Cohen
94809,S Nayar
94809,M Oren
120246,M Garland
120246,P Heckbert
147602,S Coorg
147602,S Teller
197993,S Gottschalk
197993,M Lin
197993,D Manocha
216942,P Agarwal
216942,S Suri
231359,T Ezzat
231359,T Poggio
475773,T Hudson
475773,D Manocha
475773,J Cohen
475773,M Lin
475773,K Hoff
475773,H Zhang
482361,Y Chiang
482361,R Tamassia
545443,W Heidrich
545443,P Slusallek
545443,H Seidel
545443,V Blanz
545443,B Scholkopf
545443,H Bulthoff
545443,C Burges
545443,V Vapnik
545443,T Vetter
548145,L Kobbelt
557727,D Manocha
557727,J Demmel
677347,S Krishnan
677347,D Manocha
634036,S Gortler
656993,L Arge
764300,D Manocha
764300,S Krishnan
764377,M Gopi
764377,S Manohar
768276,S Coorg
768276,S Teller
776009,B Vemuri
776009,A Radisavljevic
12785,K Dana
12785,B VanGinneken
12785,S Nayar
12785,J Koenderink
831915,R Malladi
831915,J Sethian
831915,B Vemuri
861701,Y Yu
861701,O Ibarra
861701,T Yang
1103861,T Mller
1103861,R Yagel
1104270,P Shirley
1104270,H Hu
1104270,B Smits
1104270,E Lafortune
175800,C Bajaj
1109167,R Kumpf
1109167,B Barsky
1109167,D Garcia
1109168,L Peng
1109168,E Lafortune
1109168,D Greenberg
1109168,I Sobel
1109570,C Martin
1110444,S Marschner
1110444,D Greenberg
1110622,G Heflin
1110622,G Elber
1111083,N Ezquerra
1111083,R Mullick
1113882,M Dill
1113882,S Edelman
1113907,R Jrgen
1114478,M Teichmann
1114478,M Capps
1123496,S Coorg
1123496,S Teller
1127000,P Slusallek
1127000,R Klein
1127000,A Kolb
1127000,G Greiner
1127000,P Laurent
1127000,A Le
1126892,P Slusallek
1126980,W Heidrich
1126980,P Slusallek
1126980,H Seidel
531653,E Veach
1131980,J Cohen
1131980,D Manocha
1131980,A Varshney
1131980,G Turk
1131984,S Olariu
1131984,I Stojmenovic
1128574,U Dogrusoz
1128574,M Krishnamoorthy
1133329,R Kelleners
1133329,R Veltkamp
1133329,E Blake
289091,D Christianson
289091,S Anderson
289091,L He
289091,D Salesin
289091,D Weld
289091,M Cohen
1118419,R Jrgen
1124579,A Garg
1124579,R Tamassia
1115418,X Liu
1115418,Y Huang
1131986,D Luebke
1117070,E Ofek
1117070,E Shilat
1117070,A Rappoport
1117070,M Werman
1129453,W Toledo
1129453,C Robert
1129453,J Jensen
1129453,C Thayer
1129453,A Finkelstein
1123846,A Gooch
1123846,B Gooch
1123846,P Shirley
1123846,E Cohen
1116376,N Amenta
1118256,S Singh
1128081,S Gibson
1128081,C Fyock
1128081,E Grimson
1128081,T Kanade
1128081,R Kikinis
1128081,H Lauer
1128081,N McKenzie
1128081,A Mor
1128081,S Nakajima
1128081,H Ohkami
1128081,R Osborne
1128081,J Samosky
1128081,A Sawada
447015,M Lin
447015,D Manocha
447015,S Hall
895613,J Rolland
895613,C Burbeck
895613,W Gibson
895613,D Ariely
1136742,E Scher
475783,H Zhang
475783,D Manocha
475783,T Hudson
475783,K Hoff
1136872,H Zhang
1136872,K Hoff
1154407,A Varshney
1136968,S Krishnan
1136968,D Manocha
1137333,W Burger
1137333,M Barth
1137333,W Sturzlinger
835410,P Fishwick
835410,H Porr
1139442,D Mehta
1139442,S Sahni
1139501,P Fishwick
1139501,H Porr
210890,F Bossen
1112156,J Levene
1112156,A Smith
114050,R Yagel
114050,K Ciula
1119044,S Kumar
1119044,D Petros
1119044,K Team
1119044,L Professor
1119044,S Teller
1124263,S Teller
1124263,J Alex
545309,G Greiner
545309,W Heidrich
545309,P Slusallek
1130802,R Wells
1128076,B Andalman
1128076,K Ryall
1128076,W Ruml
1128076,J Marks
1128076,S Shieber
1136020,J Watlington
1136020,A Lippman
1136020,S Benton
150346,A Sherstinsky
6523,S Teller
6523,C Fowler
6523,T Funkhouser
6523,P Hanrahan
1141102,W Feng
12787,P Debevec
12787,C Taylor
12787,J Malik
213366,C Jacobs
213366,A Finkelstein
213366,D Salesin
81160,J Cassell
81160,C Pelachaud
81160,N Badler
81160,M Steedman
81160,B Achorn
81160,T Becket
81160,B Douville
81160,S Prevost
81160,M Stone
1137150,D Baraff
11303,J Dorsey
11303,P Hanrahan
11712,H Hoppe
11712,T DeRose
11712,T Duchamp
11712,J McDonald
11712,W Stuetzle
12795,M Levo
12795,P Hanrahan
32445,J DeBonet
71018,B Curless
71018,M Levoy
15025,D Baraff
15025,A Witkin
2972,S Teller
2972,C Sequin
147556,H Hoppe
147556,T DeRose
147556,T Duchamp
147556,J McDonald
147556,W Stuetzle
138755,A Finkelstein
138755,D Salesin
159702,R Azuma
159702,M Ward
241554,S Westin
241554,J Arvo
241554,K Torrance
51970,H Hoppe
51970,T DeRose
51970,T Duchamp
51970,M Halstead
51970,H Jin
51970,J McDonald
51970,J Schweitzer
51970,W Stuetzle
2958,B Blumberg
2958,T Galyean
760275,J Smith
760275,J Paradiso
760275,T Zimmerman
760275,N Gershenfeld
1102892,J Dorsey
1102892,H Khling
1102892,P Hanrahan
572596,M Harada
572596,A Witkin
572596,D Baraff
1107964,J Popovi
1107964,H Hoppe
603226,A Witkin
603226,Z Popovi
163291,R Machiraju
163291,E Swan
163291,R Yagel
1124860,K Drew
1124860,A Forsberg
1124860,P Lewis
1153932,P Cook
1136736,W Mark
1136736,G Bishop
344450,R MacCracken
344450,K Joy
171016,D Bowman
171016,L Hodges
171016,W Buxton
171016,B Myers
171016,L Cutler
171016,B Frolich
171016,P TwoHanded
171016,S Fisher
171016,M McGreevy
171016,J Humphries
171016,W Robinett
171016,A Forsberg
171016,K Herndon
171016,R Zeleznik
171016,K Hinckley
171016,R Pausch
171016,J Goble
171016,N Kassel
171016,K Hinckley
171016,R Pausch
171016,D Proffitt
171016,K Hinckley
171016,R Pausch
171016,D Proffitt
171016,J Patten
171016,N Kassel
171016,P Kabbash
171016,W Buxton
171016,A Seken
171016,D Mapes
171016,J Moshell
171016,M Mine
171016,F Brooks
171016,C Sequin
171016,R Pausch
171016,T Burnette
171016,D Brockway
171016,M Weiblen
171016,J Pierce
171016,A Forsberg
171016,M Conway
171016,S Hong
171016,R Zeleznik
171016,I Poupyrev
171016,M Billinghurst
171016,S Weghorst
171016,T GoGo
171016,R Stoakley
171016,M Conway
171016,R Pausch
171016,R Zeleznik
171016,A Forsberg
171016,P Strauss
1093,H Zatz
6524,S Teller
6524,P Hanrahan
1115242,F Brooks
1115242,J Grasping
1115242,R Pausch
1115242,J Snoddy
1115242,R Taylor
1115242,S Watson
1115242,E Disney
1138251,B MacIntyre
1138251,S Feiner
1123021,M Byrne
1123021,R Catrambone
1123021,J Stasko
25240,A Witkin
25240,W Welch
1132266,M Goodrich
1132266,D Roni
396241,M Goodrich
396241,R Tamassia
1106754,A Stark
457710,T Tung
1132396,A Mathur
1132396,A Prakash
1118699,J Fouss
1112112,D Brauer
1112112,P Johnson
1112112,C Moore
619326,T Anker
619326,G Chockler
619326,D Dolev
619326,I Keidar
1132148,R Litiu
1132148,A Prakash
1127605,M Bscher
1127605,S Gill
1127605,P Mogensen
1127605,D Shapiro
1133776,A Prakash
1133776,H Shim
1105835,C Robert
1105835,F Dugan
1105835,E Jr
1105835,D Breimer
1105835,E Lim
1105835,M Glinert
1105835,G Matthew
1105835,V Champagne
83345,B Myers
83345,H Stiel
150957,P Johnson
394447,G Chockler
394447,N Huleihel
394447,D Dolev
368966,J Munson
368966,P Dewan
663921,A Mathur
663921,A Prakash
712836,D Li
712836,R Muntz
494458,A Vaysburd
494458,K Birman
344948,L Bricker
344948,S Tanimoto
344948,A Rothenberg
344948,D Hutama
344948,T Wong
1112870,P Johnson
304940,I BenShaul
304940,G Kaiser
1127604,P Svenmarck
1117140,M Chelliah
1117140,M Ahamad
1133606,A Prakash
1133606,M Knister
1118384,M Dam
1118384,D Musliner
1118384,J Dolter
1118384,K Shin
1119299,L Bricker
1119299,M Baker
1119299,E Fujioka
1119299,S Tanimoto
1133896,A Bajaj
1133896,C Chan
1133896,F Jahanian
13731,P Johnson
1127603,L Bannon
1127603,K Kuutti
761667,N Sawhney
761667,C Schmandt
202037,S Finger
202037,J Stivoric
202037,C Amon
202037,L Gursoz
202037,F Prinz
202037,D Siewiorek
202037,A Smailagic
202037,L Weiss
754766,T Starner
754766,J Weaver
754766,A Pentland
754746,T Starner
754746,B Schiele
754746,A Pentland
755760,A Rudnicky
755760,S Reed
755760,E Thayer
761630,B Rhodes
1126683,T Yamaguchi
1119191,W Swartout
1119191,W Swartout
1119191,W Swartout
1119191,R Neches
1119191,W Swartout
1119191,J Moore
519993,B Zupan
519993,S Member
519993,A Mo
519993,K Cheng
519993,S Member
1122660,J Doyle
1113027,G Webb
1113027,J Wells
1113027,Z Zheng
1125940,B Zupan
1125940,A Mo
1125940,K Cheng
1122628,R Otero
1122628,D Lorenzo
1122628,P Cabalar
3285,U Dayal
3285,E Hanson
3285,J Widom
8699,P Langley
8699,G Drastal
8699,R Bharat
8699,R Greiner
8827,J Mallery
18763,B Liu
18763,J Jaffar
1129106,H Burkhard
1129106,P Pirk
28873,C Elkan
31087,P Langley
31087,H Simon
56167,D Aha
56167,L Breslow
68635,J Doyle
71608,T Oates
16529,W VanDeVelde
19804,D Aha
19804,R Bankert
91038,R Neal
97090,E Hanson
97090,J Widom
19485,H Alshawi
19485,D Carter
19485,J VanEijck
19485,R Moore
19485,D Moran
19485,S Pulman
119681,K Balakrishnan
119681,V Honavar
83854,C Ling
83854,M Valtorta
158098,S Andersson
158098,D Madigan
158098,M Perlman
15984,D Madigan
15984,S Andersson
15984,M Perlman
15984,C Volinsky
1105802,N Friedman
1105802,M Goldszmidt
1105802,D Heckerman
1105802,S Russell
16524,T Scheffer
197047,M Enzenberger
3457,M Kifer
3457,V Subrahmanian
46455,B Gaines
204660,I Taha
204660,J Ghosh
536321,P Clark
536321,T Niblett
1128863,A Karalic
1128863,V Pirnat
536047,B Gaines
604969,A Kozlov
604969,J Singh
189663,E Horvitz
189663,J Breese
189663,M Henrion
604046,A Kozlov
604046,J Singh
1105531,P Smyth
2845,A Hekmatpour
2845,C Elkan
1107495,R Bogacz
1107495,C GiraudCarrier
1078419,A Peter
1078419,T Clark
37482,S Chien
37482,R Hill
37482,X Jr
37482,T Wang
37482,K Estlin
37482,H Mortenson
1113141,P Horton
1113141,K Nakai
1113398,D Aha
53034,D Miranker
53034,L Obermeyer
1117159,J Aggarwal
1117159,J Ghosh
1117159,D Nair
1117159,I Taha
1128865,R Aram
1128865,V Karalic
1116530,P Floreen
1116530,P Myllymaki
1116530,P Orponen
1116530,H Tirri
1117391,D Richards
1117391,C McDonald
1121688,A Narayanan
1114753,B Zupan
1114753,A Mo
1114753,K Cheng
1114753,M Bohanec
1114753,J Stefan
1122177,P Clark
1122177,D Ph
1127981,J Yen
1127981,H Juang
1127981,R MacGregor
1128400,Y Arens
1128400,E Hovy
180376,W Wolberg
180376,M Nick
180376,M Street
180376,O Mangasarian
180376,W Wolberg
1103122,D Richards
1103122,P Compton
58435,D Dvorak
58435,B Kuipers
1128785,R Porto
1127405,R Lathrop
1127405,N Steffen
1127405,M Raphael
1127405,S DeedsRubin
1127405,M Pazzani
1127405,P Cimoch
1127405,D See
1127405,J Tilles
616739,M Humphrey
616739,J Stankovic
218750,D Dai
218750,S Gupta
218750,S Kaushik
218750,J Lu
218750,R Singh
218750,C Huang
218750,P Sadayappan
218750,R Johnson
177849,D Giuse
1129956,P Pchelin
1139332,S Su
1139332,R Jawadi
1139332,P Cherukuri
1139332,Q Li
1139332,R Nartey
1152223,V Lifschitz
1928,Y Moses
1928,M Tennenholtz
36616,D Mani
36616,L Shastri
42255,J Pastor
42255,D McKay
42255,T Finin
1105023,L Prechelt
1152256,W Rapaport
1152256,S Shapiro
1152256,J Wiebe
1109245,S McRoy
1109245,S Haller
1109245,S Ali
1113218,S Lee
1113218,J Wnek
891841,S Verbaeten
891841,M Denecker
891841,D DeSchreye
1129518,A Kozlov
1129518,J Singh
1129518,W Cohen
1129518,H Hirsh
8692,J Doyle
8692,R Patil
8692,J Doyle
8692,R Patil
1137981,M Dalal
1106730,W Maas
1106730,M Evett
1106730,W Andersen
1106730,J Hendler
1119032,W Kettler
1119032,J Andersen
1119032,S Luke
2357,R Greiner
10764,M Gelfond
10764,V Lifschitz
10764,W Shen
13655,V Honavar
15467,J Crawford
1152802,J Crawford
1152802,L Auton
78332,S Ali
78332,S Shapiro
1730,J Kietz
1730,S Wrobel
33124,J Crawford
33124,B Kuipers
33725,A Borgida
33725,S Peter
33725,F PatelSchneider
33738,B Hollunder
33738,W Nutt
44206,B Selman
44206,H Kautz
48834,Y Arens
48834,C Knoblock
44207,B Selman
44207,H Kautz
58527,J Pinto
69063,T Kirk
69063,A Levy
69063,Y Sagiv
69063,D Srivastava
89475,J McGuire
89475,D Kuokka
89475,J Weber
89475,J Tenenbaum
89475,T Gruber
89475,G Olsen
85449,V Sazonov
85449,J Wnek
117406,A Borgida
1114706,R Davis
1114706,H Shrobe
1114706,P Szolovits
23648,S Ali
157258,F Johannes
175216,T Topaloglou
204662,I Taha
204662,J Ghosh
255925,C Hee
255925,H Lenhart
255925,K Schubert
50205,J Crawford
50205,B Kuipers
185640,N Fridman
185640,N Carole
185640,D Hafner
23781,R Brachman
23781,F Halper
23781,P Selfridge
23781,T Kirk
23781,L Terveen
23781,A Lazar
23781,B Altman
23781,D Mcguinness
23781,A Borgida
23781,L Resnick
14012,C Hee
14012,H Lenhart
14012,K Schubert
485767,G Gogic
485767,H Kautz
485767,C Papadimitriou
485767,B Selman
508536,K VanBelleghem
508536,M Denecker
508536,D DeSchreye
456194,D Koller
456194,A Levy
456194,A Pfeffer
21657,M Buchheit
21657,F Donini
21657,A Schaerf
36621,L Shastri
734382,S Hollbach
734382,W Stolcke
845553,N Muscettola
845553,P Pandurang
845553,N Barney
845553,P Brian
845553,C Williams
857957,R Stolle
857957,E Bradley
130744,R Greiner
130744,D Schuurmans
931246,H Kautz
931246,B Selman
31102,F Neri
31102,L Saitta
31102,A Tiberghien
138064,K Ehrlich
138064,W Rapaport
24917,N Green
24917,G Carenini
24917,S Kerpedjiev
24917,S Roth
24917,J Moore
24917,N Green
1103919,R Rajagopalan
406161,E Peterson
1106358,G DeGiacomo
1106358,M Lenzerini
1107617,Y Gil
167259,D Kumar
167259,S Shapiro
1110852,M Taylor
1110852,K Stoffel
1110852,J Hendler
1111058,H Kautz
1111058,B Selman
1111772,D Silberberg
1111772,R Semmel
1111772,A Borgida
1111772,V Chaudhri
1111772,M Staudt
1111949,M Wellman
1111949,J Doyle
1126645,M Frohlich
1126645,R VanDeRiet
204661,I Taha
204661,J Ghosh
1121201,A Go
1121201,J Bermudez
1121201,J Blanco
1121201,A Illarramendi
927429,I Horrocks
927429,A Rector
927429,C Goble
1132711,D Horowitz
1122524,T Topaloglou
1122524,A Illarramandi
1122524,L Sbattella
1117408,A Borgida
1117408,D Kudenko
130357,D Plexousakis
800662,P Borgida
1125361,P Flach
1125361,C GiraudCarrier
1125361,J Lloyd
811908,A Mikler
811908,J Wong
811908,V Honavar
1125355,M Denecker
1051369,F Bergmann
1051369,J Joachim
1105879,L Macedo
1105879,F Pereira
1105879,C Grilo
1105879,A Cardoso
1115623,D Miranker
1115623,V Samoladas
1123472,P Premont
1081001,R Mac
1127978,R MacGregor
1127986,E Melz
1127986,R Macgregor
624847,P Mi
624847,M Lee
624847,W Scacchi
592427,M Paramasivam
592427,D Plaisted
1137481,B Smith
1137481,P Rosenbloom
1154515,M Dalal
1154515,L Yang
1137977,R RoyChowdhury
1137977,M Dalal
800649,M Dalal
1138054,J Rickel
355101,W Penney
355101,J Fox
355101,D Elsdon
355101,B Hammond
1108728,I Imam
1108728,J Wnek
1108728,E Bloedorn
1108728,J Wnek
1108728,G Mason
12852,J Crawford
12852,B Kuipers
198358,J Gratch
198358,G DeJong
1126629,N Castell
1126542,F Donini
1126542,M Lenzerini
1126542,D ,W
596586,N Guarino
596586,M Carrara
596586,P Giaretta
1153891,K Borner
101932,R Hill
22875,I Jurisica
534722,J Yen
534722,R Neches
534722,R MacGregor
1134719,B So
1134719,L Travis
1135101,H Helbig
1135101,M Schulz
791535,J Rickel
791535,W Lewis
822325,T Ibaraki
822325,A Kogan
822325,K Makino
286999,Y Lesperance
286999,H Levesque
341188,C Szepesvari
341188,M Littman
28332,M Harmon
28332,L Baird
35883,B Singer
35883,M Veloso
1105148,J Schmidhuber
1105148,M Furst
282334,W Uther
282334,M Veloso
134060,C Fiechter
1107522,M Harmon
1107522,L Baird
1107522,A Harry
1114671,A McGovern
1114671,D Precup
1114671,B Ravindran
1114671,S Singh
1114671,R Sutton
58540,G Editor
58540,A Barto
18832,L Pack
18832,K Michael
18832,L Littman
18832,A Moore
18832,S Hall
28249,P Cichosz
17488,J Zhao
17488,J Schmidhuber
72406,C Atkeson
72406,J Santamara
95579,T Dietterich
1129096,L Hall
1129096,M Pokorny
194645,T Balch
1152080,V Pierguido
1104189,L Breslow
1060767,M Pendrith
1060767,M Ryan
6207,J Carlos
6207,S Richard
6207,S Sutton
6207,A Ram
6207,A Barto
6207,R Sutton
1121512,D Moriarty
1121512,A Schultz
1121512,J Grefenstette
1114711,D Precup
1114711,R Sutton
28504,R Sutton
335453,D Finton
335453,Y Hu
6209,S Singh
6377,T Sandholm
6377,R Crites
7430,D Precup
7430,R Sutton
13972,S Thrun
13972,A Schwartz
13972,G Tesauro
13972,D Touretzky
13972,T Leen
98383,J Schmidhuber
98383,J Zhao
98383,M Wiering
98383,M Furst
28389,W Editor
28389,L Kaelbling
6210,S Singh
6210,T Jaakkola
6210,M Jordan
28491,P Editor
28491,L Kaelbling
6378,S Sen
6378,M Sekaran
6378,J Hale
1120020,M Kaiser
1120020,M Riepp
95588,R Parr
95588,S Russell
95589,D Precup
95589,R Sutton
95589,S Singh
20534,W Zhang
20534,U Thomas
20534,G Dietterich
124064,S Singh
124064,R Yee
1109076,D Precup
1109076,R Sutton
1109076,S Singh
64488,R Maclin
64488,J Shavlik
168332,M Dorigo
168332,H Bersini
107019,M Humphrys
300139,C Drummond
6155,A Barto
6155,S Singh
36803,P Tadepalli
181782,P Tadepalli
181782,T Dietterich
118259,B Digney
1106547,L Pyeatt
1106547,A Howe
28476,J Sheppard
28476,S Salzberg
399339,D Gordon
399339,D Subramanian
248888,T Sandholm
248888,R Crites
8872,E Editor
8872,L Kaelbling
1152910,D Precup
1152910,R Sutton
1130557,S Hagen
1130557,B Krose
1130550,S Hagen
1130550,B Krose
1130567,G Schram
1130567,B Krose
1130567,R Babuska
1130567,A Krijgsman
66809,P Sabes
66809,M Jordan
1127881,S Chang
38480,L Kaelbling
6152,C Anderson
6152,Z Hong
1123553,J Beck
755217,T Darrell
755217,A Pentland
6216,R Sutton
28447,A Ram
28447,J Santamar
6214,R Sutton
1035,F Menczer
1035,R Belew
117,C Szepesvari
117,M Littman
6385,M Tan
128,S Singh
8961,T Dietterich
13208,J Schmidhuber
13901,A Giordana
13901,M Kaiser
13901,M Nuttin
13960,C Drummond
13966,J Sheppard
13966,S Salzberg
13967,S Singh
23774,W Zhang
23774,T Dietterich
17208,R Parr
17208,S Russell
1106172,A McCallum
26930,P Martin
26930,U Nehmzow
27632,J Storck
27632,S Hochreiter
27632,J Schmidhuber
28202,L Baird
28256,M Colombetti
28256,M Dorigo
28287,M Dorigo
28287,M Colombetti
28350,T Jaakkola
28350,M Jordan
28350,S Singh
28385,M Littman
28385,J Boyan
28473,A Schaerf
28473,Y Shoham
28473,M Tennenholtz
13213,J Schmidhuber
6224,R Williams
6224,L Baird
1917,C Boutilier
33016,C Claus
33016,C Boutilier
17476,M Littman
35852,D Ackley
35852,M Littman
35863,L Kaelbling
36167,J Schneider
130,P Tadepalli
130,D Ok
39403,D Ok
39403,P Tadepalli
28387,M Littman
28387,T Dean
28387,L Kaelbling
55968,M Mataric
44578,S Singh
64484,J Clouse
13193,T Jaakkola
13193,S Singh
13193,M Jordan
75674,P Dayan
75674,T Sejnowski
84797,D Subramanian
84797,P Druschel
84797,J Chen
28227,S Bradtke
28227,M Duff
95586,A McGovern
95586,R Sutton
95586,A Fagg
95597,R Sutton
95597,D Precup
95597,S Singh
97266,M Mataric
103481,C Thornton
118559,P Goetz
118559,S Kumar
118559,R Miikkulainen
1105361,P Langley
72603,G Boone
295824,S Thrun
75693,I Thrun
75693,L Pratt
75693,J Schmidhuber
75693,J Zhao
75693,N Schraudolph
168410,C Tham
168410,R Prager
168410,J Holland
168410,J Michalski
168410,C Mitchell
168410,C Watkins
248823,T Balch
267217,R Sutton
267217,D Precup
267217,S Singh
441996,M Humphrys
345340,D Andre
345340,N Friedman
345340,R Parr
8213,S Singh
8213,A Barto
8213,R Grupen
8213,C Connolly
682515,J Vidal
682515,E Durfee
682666,J Hu
682666,M Wellman
628668,S Hagen
628668,B Krose
245288,M Nuttin
245288,H VanBrussel
245288,J Peirs
245288,A Soembagijo
245288,S Sonck
628583,R Peter
628583,D Kortenkamp
86359,T Kovacs
481073,C Fiechter
454072,S Sen
454072,M Sekaran
28489,S Singh
28489,T Jaakkola
28489,M Jordan
1103162,P Stone
1103162,M Veloso
1106406,S Singh
1106406,D Bertsekas
1104043,D Schuurmans
1104043,L Greenwald
118079,M Mozer
118079,R Dodier
118079,M Anderson
118079,L Vidmar
118079,R Cruickshank
118079,D Miller
976334,S Davies
976334,A Ng
976334,A Moore
1105394,J Clouse
28475,J Sheppard
28475,S Salzberg
75694,J Editors
75694,L Pratt
75694,S Thrun
1107073,J Randlv
1107073,N Bohr
1107073,P Alstrm
325497,C Bandera
325497,F Vico
325497,J Bravo
325497,M Harmon
325497,L Baird
1107455,W Zhang
1107455,T Dietterich
28359,L Kaelbling
1108329,D Zeng
1108329,K Sycara
1109604,R Munos
1109604,A Moore
1109957,M Duff
1111230,C Anderson
1111230,D Hittle
1111230,A Katz
1111230,R Matt
193742,C Anderson
1111304,M Stensmo
1111304,T Sejnowski
1111502,J Santamara
1111502,A Ram
1111982,M Bowling
1111982,M Veloso
1113253,G Gordon
454062,D Moriarty
454062,P Langley
1113459,M Kearns
1113459,S Singh
1113550,R Parr
1113739,L Pyeatt
1113739,A Howe
67246,W Leow
67246,R Miikkulainen
1117942,Z Gabor
1117942,Z Kalmar
1117942,C Szepesvari
1153100,P Sandholm
1120170,M Walker
1120170,J Fromer
1120170,S Narayanan
1129243,M Mataric
1133469,T Kovacs
20526,S Mahadevan
20526,N Marchalleck
20526,T Das
20526,A Gosavi
1152954,D Andre
